"ID";"ErgZei";"Typ"
1292;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1293;"Rennen 255 - JM 2x A, Junioren-Doppelzweier A";
1294;"Vorlauf 1";
1295;"Rang StNr Boot/Mannschaft Ergebnis";
1296;"1 2 Rudergesellschaft Eberbach 1899 e.V. 3:19.49";
1297;"Philipp Ehls, Noel Maxim Heid";
1298;"2 3 Breisacher Ruderverein e.V. 3:21.49";
1299;"Liam Bois, Julius Figlestahler +0:02.00";
1300;"3 4 Ruderclub Undine e.V. Radolfzell 3:22.13";
1301;"Jonathan Conrad, Philip Herzog +0:02.63";
1302;"4 1 Karlsruher Rheinklub Alemannia e.V. 3:25.45";
1303;"Nathan Fechler, Max Papp +0:05.96";
1304;"5 5 Ruderclub Nürtingen e.V. 3:33.94";
1305;"Micha Daniel Hümpfner, Christian Kraushaar +0:14.44";
1306;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1307;"Internet: https://breisacher-ruderverein.de Seite 29/46";
1308;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1309;"Vorlauf 2";
1310;"Rang StNr Boot/Mannschaft Ergebnis";
1311;"1 10 Ulmer Ruderclub Donau e.V. 3:16.25";
1312;"Anton Frohwein, Raphael Müller";
1313;"2 8 Marbacher Ruderverein von 1920 e.V. 3:17.96";
1314;"Felix Hörner, Alfons Bittermann +0:01.71";
1315;"3 9 Karlsruher Ruder-Verein Wiking von 1879 e.V. 3:19.26";
1316;"Toni Detscher, Julian Müller +0:03.01";
1317;"4 6 Mannheimer RV Amicitia von 1876 3:22.48";
1318;"Mathis Knappenberger, Ole Mahnke +0:06.23";
1319;"5 7 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:25.96";
1320;"Jonas Kirchhoff, Luis Schneider +0:09.71";
1321;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1322;"Finale";
1323;"Rang StNr Boot/Mannschaft Ergebnis";
1324;"1 10 Ulmer Ruderclub Donau e.V. 3:09.07";
1325;"Anton Frohwein, Raphael Müller";
1326;"2 8 Marbacher Ruderverein von 1920 e.V. 3:10.06";
1327;"Felix Hörner, Alfons Bittermann +0:00.99";
1328;"3 2 Rudergesellschaft Eberbach 1899 e.V. 3:11.75";
1329;"Philipp Ehls, Noel Maxim Heid +0:02.68";
1330;"4 9 Karlsruher Ruder-Verein Wiking von 1879 e.V. 3:16.29";
1331;"Toni Detscher, Julian Müller +0:07.22";
1332;"5 4 Ruderclub Undine e.V. Radolfzell 3:19.02";
1333;"Jonathan Conrad, Philip Herzog +0:09.95";
1334;"6 3 Breisacher Ruderverein e.V. 3:21.52";
1335;"Liam Bois, Julius Figlestahler +0:12.44";
1336;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
1337;"Rennen 256 - JM 1x A LG, Lgw.-Junioren-Einer A";
1338;"Vorlauf 1";
1339;"Rang StNr Boot/Mannschaft Ergebnis";
1340;"1 4 Ruderclub Rheinfelden e.V. (Boot 1) 3:35.35";
1341;"Patrick Tannenberger";
1342;"2 3 Heidelberger Ruderklub 1872 e.V. 3:36.66";
1343;"Gero Focken +0:01.30";
1344;"3 2 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:37.81";
1345;"Antonio Bashich +0:02.45";
1346;"4 1 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:41.73";
1347;"Matthias Denning +0:06.37";
1348;"5 6 Ruderclub Nürtingen e.V. 3:42.50";
1349;"Kevin Schlauersbach +0:07.14";
1350;"6 5 Mannheimer RV Amicitia von 1876 3:47.36";
1351;"Konstantin Schneider +0:12.01";
1352;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1353;"Internet: https://breisacher-ruderverein.de Seite 30/46";
1354;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1355;"Vorlauf 2";
1356;"Rang StNr Boot/Mannschaft Ergebnis";
1357;"1 7 Ruderverein Friedrichshafen e.V. (Boot 1) 3:35.71";
1358;"Linus Kilches";
1359;"2 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:36.50";
1360;"Moritz Baumann +0:00.78";
1361;"3 11 Ruderverein Waldsee 1900 e.V. 3:37.11";
1362;"Lennart Wieland +0:01.40";
1363;"4 8 Ruderclub Rheinfelden e.V. (Boot 2) 3:38.59";
1364;"Jona Maier +0:02.88";
1365;"5 9 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 3:40.35";
1366;"Finn Melde +0:04.63";
1367;"6 12 Karlsruher Ruder-Verein Wiking von 1879 e.V. 4:04.91";
1368;"Benedikt Schmidt +0:29.19";
1369;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1370;"Finale";
1371;"Rang StNr Boot/Mannschaft Ergebnis";
1372;"1 3 Heidelberger Ruderklub 1872 e.V. 3:31.66";
1373;"Gero Focken";
1374;"2 11 Ruderverein Waldsee 1900 e.V. 3:32.87";
1375;"Lennart Wieland +0:01.20";
1376;"3 10 Stuttgarter Rudergesellschaft von 1899 e.V. 3:33.44";
1377;"Moritz Baumann +0:01.77";
1378;"4 4 Ruderclub Rheinfelden e.V. (Boot 1) 3:34.27";
1379;"Patrick Tannenberger +0:02.60";
1380;"5 7 Ruderverein Friedrichshafen e.V. (Boot 1) 3:34.70";
1381;"Linus Kilches +0:03.03";
1382;"6 2 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:35.85";
1383;"Antonio Bashich +0:04.18";
1384;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1385;"Abmeldungen";
1386;"13 RV Friedrichshafen (Boot 2)";
1387;"Rennen 257 - SM 2- A, Männer-Zweier o. St. A";
1388;"Vorlauf 1";
1389;"Rang StNr Boot/Mannschaft Ergebnis";
1390;"1 4 Heidelberger Ruderklub 1872 e.V. 3:18.40";
1391;"Christopher Herpel, Alexander Archner";
1392;"2 5 Ulmer Ruderclub Donau e.V. 3:18.76";
1393;"Colin Gaukler, Mikel Mardaras-Peters +0:00.35";
1394;"3 2 Mannheimer RV Amicitia von 1876 3:19.15";
1395;"Philipp Schmidt, Jonas Brehm +0:00.74";
1396;"4 1 Ruderclub Nürtingen e.V. (Boot 2) 3:19.66";
1397;"Tom Klys, Christian Heszler +0:01.26";
1398;"5 3 Rudergesellschaft ""Ghibellinia"" Waiblingen 1920 e.V. 3:32.49";
1399;"Justin Haußmann, Max Schwab +0:14.08";
1400;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1401;"Internet: https://breisacher-ruderverein.de Seite 31/46";
1402;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1403;"Vorlauf 2";
1404;"Rang StNr Boot/Mannschaft Ergebnis";
1405;"1 9 Mannheimer Ruder-Club von 1875 e.V. 3:18.65";
1406;"Louis Kaiser, Karl Baillot";
1407;"2 7 Stuttgarter Rudergesellschaft von 1899 e.V. 3:20.15";
1408;"Emil Schmidberger, Carsten Dalacker +0:01.49";
1409;"3 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:22.27";
1410;"Tobias Gathmann, Philip Kaltenborn +0:03.62";
1411;"4 8 Ruderclub Nürtingen e.V. (Boot 1) 3:25.93";
1412;"Jan Haßdenteufel, Julian Engel +0:07.28";
1413;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1414;"Finale";
1415;"Rang StNr Boot/Mannschaft Ergebnis";
1416;"1 5 Ulmer Ruderclub Donau e.V. 3:12.53";
1417;"Colin Gaukler, Mikel Mardaras-Peters";
1418;"2 9 Mannheimer Ruder-Club von 1875 e.V. 3:15.17";
1419;"Louis Kaiser, Karl Baillot +0:02.64";
1420;"3 7 Stuttgarter Rudergesellschaft von 1899 e.V. 3:17.11";
1421;"Emil Schmidberger, Carsten Dalacker +0:04.58";
1422;"4 6 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:18.98";
1423;"Tobias Gathmann, Philip Kaltenborn +0:06.44";
1424;"5 4 Heidelberger Ruderklub 1872 e.V. 3:20.38";
1425;"Christopher Herpel, Alexander Archner +0:07.84";
1426;"6 2 Mannheimer RV Amicitia von 1876 3:30.83";
1427;"Philipp Schmidt, Jonas Brehm +0:18.30";
1428;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1429;"Rennen 258 - JF 2x A, Juniorinnen-Doppelzweier A";
1430;"Vorlauf 1";
1431;"Rang StNr Boot/Mannschaft Ergebnis";
1432;"1 3 Ulmer Ruderclub Donau e.V. (Boot 2) 3:40.39";
1433;"Tirza Wilhelm, Clara Wilhelm";
1434;"2 4 Marbacher Ruderverein von 1920 e.V. (Boot 3) 3:44.45";
1435;"Lina Spahr, Lea Endreß +0:04.06";
1436;"3 1 Mannheimer Ruder-Club von 1875 e.V. 3:46.96";
1437;"Lina Jakubik, Hannah Schultheis +0:06.57";
1438;"4 2 Ruderclub Undine e.V. Radolfzell 3:47.40";
1439;"Sofia Shukow, Xenia Shukow +0:07.01";
1440;"5 6 Rudergesellschaft Heidelberg 1898 e.V. (Boot 2) 3:47.91";
1441;"Ava Zivanovic, Alina Postels +0:07.52";
1442;"6 5 Heidelberger Ruderklub 1872 e.V. 4:02.00";
1443;"Amanda Arnold, Magdalene Albrecht +0:21.61";
1444;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1445;"Internet: https://breisacher-ruderverein.de Seite 32/46";
1446;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1447;"Vorlauf 2";
1448;"Rang StNr Boot/Mannschaft Ergebnis";
1449;"1 13 Rudergesellschaft Heidelberg 1898 e.V. (Boot 1) 3:39.05";
1450;"Carla Zajonc, Sofia Woelke";
1451;"2 8 Marbacher Ruderverein von 1920 e.V. (Boot 1) 3:41.12";
1452;"Charlotte Schünemann, Julika Grünewald +0:02.06";
1453;"3 9 Ulmer Ruderclub Donau e.V. (Boot 1) 3:43.37";
1454;"Lisa Denkinger-Rueda, Emilia Maier +0:04.31";
1455;"4 10 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:47.84";
1456;"Franziska Klenk, Johanna Gathmann +0:08.78";
1457;"5 11 Ruderclub Nürtingen e.V. 3:55.62";
1458;"Nele Fischer, Barbara Schöckle +0:16.57";
1459;"6 14 Ruderverein Waldsee 1900 e.V. 4:07.70";
1460;"Theresa Sonnberger, Mathilda Sonnberger +0:28.64";
1461;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1462;"Finale";
1463;"Rang StNr Boot/Mannschaft Ergebnis";
1464;"1 13 Rudergesellschaft Heidelberg 1898 e.V. (Boot 1) 3:29.38";
1465;"Carla Zajonc, Sofia Woelke";
1466;"2 9 Ulmer Ruderclub Donau e.V. (Boot 1) 3:30.46";
1467;"Lisa Denkinger-Rueda, Emilia Maier +0:01.08";
1468;"3 8 Marbacher Ruderverein von 1920 e.V. (Boot 1) 3:37.67";
1469;"Charlotte Schünemann, Julika Grünewald +0:08.28";
1470;"4 3 Ulmer Ruderclub Donau e.V. (Boot 2) 3:41.87";
1471;"Tirza Wilhelm, Clara Wilhelm +0:12.49";
1472;"5 1 Mannheimer Ruder-Club von 1875 e.V. 3:45.83";
1473;"Lina Jakubik, Hannah Schultheis +0:16.44";
1474;"6 4 Marbacher Ruderverein von 1920 e.V. (Boot 3) 3:46.87";
1475;"Lina Spahr, Lea Endreß +0:17.48";
1476;"Schiedsrichter: MOLLY, Markus (Winterlingen, GER)";
1477;"Abmeldungen";
1478;"7 WSV Waldshut";
1479;"12 Marbacher RV (Boot 2)";
1480;"Internet: https://breisacher-ruderverein.de Seite 33/46";
1481;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1482;"Rennen 259 - SF 8+ A, Frauen-Achter m. St. A";
1483;"Finale";
1484;"Rang StNr Boot/Mannschaft Ergebnis";
1485;"1 1 Heidelberger Ruderklub 1872 e.V. 3:14.68";
1486;"Hannah Ridder, Luna Ehlers, Alena Losgar, Lisanne Schlüter, Marie Treppke, Jonna";
1487;"Janssen, Alina Steffens, Elena Weyers, St. Victoria Motsch";
1488;"2 2 Breisacher Ruderverein e.V. 3:16.57";
1489;"Melina Krems, Luisa Müller, Johanna Häring, Anna Leber, Lina Marie Breitenfeldt, +0:01.89";
1490;"Eva-Louisa Eschbach, Clara-Larissa Eschbach, Claire Licht, St. Hanna Oldekop";
1491;"3 3 Tübinger Ruderverein ""Fidelia"" 1877/1911 e.V. 3:17.19";
1492;"Stephanie Lismann, Emöke Kiss-Mayer, Hanna Sophie Veigel, Hannah Menzel, Pia +0:02.51";
1493;"Linder, Johanna Engelhard, Hanna Füger, Ella Knispel, St. Jan Schleicher";
1494;"4 5 Rudergesellschaft Heidelberg 1898 e.V. 3:17.50";
1495;"Marina Warnke, Ricarda Remus, Mia Zipperle, Anna Janson, Anna Miucci, Marit +0:02.82";
1496;"Neumann, Lenda Riegraf, Dorothee Honnen, St. Lotta Helbig";
1497;"5 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:19.91";
1498;"Elena Jäckle, Johanna Györffy, Louise Helene Hohagen, Annina Hashagen, Lea +0:05.23";
1499;"Schlenker, Maximiliane Blaser, Zoe Würfel, Anna Baur, St. Emilie Schaufler";
1500;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1501;"Rennen 260 - SF 1x A LG, Lgw.-Frauen-Einer A";
1502;"Finale";
1503;"Rang StNr Boot/Mannschaft Ergebnis";
1504;"1 2 Rudergesellschaft Eberbach 1899 e.V. (Boot 2) 3:52.37";
1505;"Meaghan Snyman";
1506;"2 3 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:59.38";
1507;"Mona Brückmann +0:07.00";
1508;"3 4 Rudergesellschaft Eberbach 1899 e.V. (Boot 1) 3:59.65";
1509;"Lili Kunze +0:07.27";
1510;"4 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:18.69";
1511;"Regine Rössle +0:26.31";
1512;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1513;"Rennen 261 - Mäd 2x 13+14 LG, Lgw.-Mädchen-Doppelzweier 13 u. 14 Jahre";
1514;"Finale";
1515;"Rang StNr Boot/Mannschaft Ergebnis";
1516;"1 2 Ruderclub Nürtingen e.V. 3:56.68";
1517;"Hanna Fütterer, Annalena Isabell Gruber";
1518;"2 3 Stuttgarter Rudergesellschaft von 1899 e.V. 4:01.29";
1519;"Mara Jericke, Lilly Hugle +0:04.61";
1520;"3 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 4:08.59";
1521;"Ekaterini Papadopoulou, Katharina Klenk +0:11.90";
1522;"Schiedsrichter: BRÜHE, Beate (Ludwigshafen, GER)";
1523;"Internet: https://breisacher-ruderverein.de Seite 34/46";
1524;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1525;"Rennen 262 - Jung 2x 12+13, Jungen-Doppelzweier 12 u. 13 Jahre";
1526;"Vorlauf 1";
1527;"Rang StNr Boot/Mannschaft Ergebnis";
1528;"1 2 Ruderclub Undine e.V. Radolfzell (Boot 1) 3:42.66";
1529;"Fynn Feldschmid, Julius Vogel";
1530;"2 4 Ruderclub Nürtingen e.V. (Boot 2) 3:57.35";
1531;"Felix Hummel, Nathanael Seefried +0:14.68";
1532;"3 5 Mannheimer RV Amicitia von 1876 3:59.99";
1533;"Lorenz Jobst Quilitz, Daan Leswin +0:17.32";
1534;"4 6 Mannheimer Rudergesellschaft Baden von 1880 e.V. 4:05.15";
1535;"Julius Schulz, Erik Maats +0:22.48";
1536;"5 1 Ruderverein Waldsee 1900 e.V. (Boot 2) 4:16.40";
1537;"Lasse Wingart, Julius Schäfer +0:33.73";
1538;"6 3 Heidelberger Ruderklub 1872 e.V. 4:21.60";
1539;"Paul Kenneweg, Jakob Deisler +0:38.94";
1540;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1541;"Vorlauf 2";
1542;"Rang StNr Boot/Mannschaft Ergebnis";
1543;"1 11 Rudergesellschaft Eberbach 1899 e.V. 3:49.76";
1544;"Lev Graf, Linus Schüßler";
1545;"2 10 Ruderverein Waldsee 1900 e.V. (Boot 1) 4:01.79";
1546;"Lian Nanaj, Farell Fischer +0:12.03";
1547;"3 12 Ruderclub Undine e.V. Radolfzell (Boot 2) 4:12.30";
1548;"Jannis Krey, Levi Scherer +0:22.54";
1549;"4 9 Ruderclub Nürtingen e.V. (Boot 1) 4:40.56";
1550;"Samuel Popa, Marlon Reise +0:50.80";
1551;"5 7 Ruderclub Nürtingen e.V. (Boot 3) 5:44.21";
1552;"Illia Bezkrovnyi, Ivan Bezkrovnyi +1:54.44";
1553;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1554;"Finale";
1555;"Rang StNr Boot/Mannschaft Ergebnis";
1556;"1 2 Ruderclub Undine e.V. Radolfzell (Boot 1) 3:45.86";
1557;"Fynn Feldschmid, Julius Vogel";
1558;"2 4 Ruderclub Nürtingen e.V. (Boot 2) 3:51.48";
1559;"Felix Hummel, Nathanael Seefried +0:05.62";
1560;"3 5 Mannheimer RV Amicitia von 1876 3:53.19";
1561;"Lorenz Jobst Quilitz, Daan Leswin +0:07.33";
1562;"4 10 Ruderverein Waldsee 1900 e.V. (Boot 1) 4:12.14";
1563;"Lian Nanaj, Farell Fischer +0:26.28";
1564;"11 Rudergesellschaft Eberbach 1899 e.V. ausgeschlossen";
1565;"Lev Graf, Linus Schüßler";
1566;"Schiedsrichter: BRANDT, Joachim (Abstatt, GER)";
1567;"Abmeldungen";
1568;"8 RG Heidelberg";
1569;"12 RC Undine (Boot 2)";
1570;"Internet: https://breisacher-ruderverein.de Seite 35/46";
1571;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1572;"Rennen 263 - SM 2x A LG, Lgw.-Männer-Doppelzweier A";
1573;"Vorlauf 1";
1574;"Rang StNr Boot/Mannschaft Ergebnis";
1575;"1 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:17.09";
1576;"Jakob Holl, Lukas Geisenberger";
1577;"2 2 Mannheimer Ruder-Club von 1875 e.V. 3:18.35";
1578;"Lars Walter, Ole Gerkens +0:01.25";
1579;"3 1 Stuttgarter Rudergesellschaft von 1899 e.V. 3:20.34";
1580;"Joshua Reimers, Serafino Jotter +0:03.24";
1581;"4 4 Heilbronner Rudergesellschaft ""Schwaben"" e.V. 3:20.69";
1582;"Eric Keller, Felix Nack +0:03.59";
1583;"Schiedsrichter: BAUDER, Kurt (Mannheim, GER)";
1584;"Vorlauf 2";
1585;"Rang StNr Boot/Mannschaft Ergebnis";
1586;"1 6 Ruderverein Waldsee 1900 e.V. 3:22.05";
1587;"Jonas Frickel, Lennart Wieland";
1588;"2 5 Ruderclub Rheinfelden e.V. 3:24.76";
1589;"Maximilian Ossowski, Logan Petersen +0:02.71";
1590;"3 7 Ruderclub Nürtingen e.V. 3:25.27";
1591;"Urs Strohmann, Max Melcher +0:03.22";
1592;"4 8 Ulmer Ruderclub Donau e.V. 3:28.49";
1593;"Raffaele Di Vitto, Matteo Przybilla +0:06.43";
1594;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1595;"Finale";
1596;"Rang StNr Boot/Mannschaft Ergebnis";
1597;"1 3 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:16.53";
1598;"Jakob Holl, Lukas Geisenberger";
1599;"2 2 Mannheimer Ruder-Club von 1875 e.V. 3:19.34";
1600;"Lars Walter, Ole Gerkens +0:02.80";
1601;"3 7 Ruderclub Nürtingen e.V. 3:22.70";
1602;"Urs Strohmann, Max Melcher +0:06.16";
1603;"4 1 Stuttgarter Rudergesellschaft von 1899 e.V. 3:26.31";
1604;"Joshua Reimers, Serafino Jotter +0:09.77";
1605;"5 6 Ruderverein Waldsee 1900 e.V. 3:27.07";
1606;"Jonas Frickel, Lennart Wieland +0:10.53";
1607;"6 5 Ruderclub Rheinfelden e.V. 3:32.86";
1608;"Maximilian Ossowski, Logan Petersen +0:16.32";
1609;"Schiedsrichter: MISTELE, Clemens (Wolfschlugen, GER)";
1610;"Internet: https://breisacher-ruderverein.de Seite 36/46";
1611;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1612;"Rennen 264 - Jung 2x 13+14, Jungen-Doppelzweier 13 u. 14 Jahre";
1613;"Vorlauf 1";
1614;"Rang StNr Boot/Mannschaft Ergebnis";
1615;"1 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 3:56.49";
1616;"Lennard Bohne, Kubilay Ceylan";
1617;"2 2 Ruderverein Esslingen e.V. (Boot 2) 4:04.00";
1618;"Leonard Pottgiesser, Maximilian Zenzinger +4:04.00";
1619;"3 3 Ruderclub Nürtingen e.V. (Boot 2) 4:10.43";
1620;"Cornelius Thiele, Linus Wenzel +4:10.43";
1621;"4 4 Rudergesellschaft Heidelberg 1898 e.V. (Boot 1) 4:13.92";
1622;"Ilia Kozienko, Snaebjörn Marteinsson +4:13.92";
1623;"5 6 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 4:16.89";
1624;"Lion Khalsi, Max Jaudes +4:16.89";
1625;"5 Ulmer Ruderclub Donau e.V. nicht am Start";
1626;"Antoine Journeault, Tim Bauer";
1627;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1628;"Vorlauf 2";
1629;"Rang StNr Boot/Mannschaft Ergebnis";
1630;"1 11 Ruderclub Nürtingen e.V. (Boot 1) 3:29.90";
1631;"Joel Popowicz, Erik Fick";
1632;"2 9 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:35.49";
1633;"Till Geiß, Daniel Häckel +0:05.59";
1634;"3 7 Tübinger Ruderverein ""Fidelia"" 1877/1911 e.V. 3:41.00";
1635;"Ben Ziegler, Johann Tewes +0:11.10";
1636;"4 8 Ruderverein Esslingen e.V. (Boot 1) 3:45.93";
1637;"Fabian Linssen, Konrad Stolz +0:16.02";
1638;"5 10 Rudergesellschaft Heidelberg 1898 e.V. (Boot 2) 4:15.61";
1639;"Gregor Weber, Julius Keinath +0:45.71";
1640;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
1641;"Finale";
1642;"Rang StNr Boot/Mannschaft Ergebnis";
1643;"1 11 Ruderclub Nürtingen e.V. (Boot 1) 3:34.47";
1644;"Joel Popowicz, Erik Fick";
1645;"2 9 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 1) 3:40.26";
1646;"Till Geiß, Daniel Häckel +0:05.79";
1647;"3 7 Tübinger Ruderverein ""Fidelia"" 1877/1911 e.V. 3:47.78";
1648;"Ben Ziegler, Johann Tewes +0:13.31";
1649;"4 2 Ruderverein Esslingen e.V. (Boot 2) 3:52.49";
1650;"Leonard Pottgiesser, Maximilian Zenzinger +0:18.01";
1651;"5 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. (Boot 2) 4:05.30";
1652;"Lennard Bohne, Kubilay Ceylan +0:30.83";
1653;"6 3 Ruderclub Nürtingen e.V. (Boot 2) 4:37.20";
1654;"Cornelius Thiele, Linus Wenzel +1:02.73";
1655;"Schiedsrichter: DIODONE, Linus (Ludwigsburg, GER)";
1656;"Internet: https://breisacher-ruderverein.de Seite 37/46";
1657;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1658;"Rennen 265 - JM 1x B LG, Lgw.-Junioren-Einer B";
1659;"Vorlauf 1";
1660;"Rang StNr Boot/Mannschaft Ergebnis";
1661;"1 2 Ruderverein Friedrichshafen e.V. (Boot 1) 3:40.40";
1662;"Felix Strauch";
1663;"2 5 Ruderverein Esslingen e.V. (Boot 1) 3:42.90";
1664;"Jaron Werner +0:02.50";
1665;"3 1 Mannheimer Regatta-Verein e.V. (Boot 1) 3:43.00";
1666;"Luis Leicht +0:02.59";
1667;"4 3 Heidelberger Ruderklub 1872 e.V. (Boot 2) 3:45.57";
1668;"Paul Roder +0:05.17";
1669;"5 4 Ruderverein 'Neptun' e.V. Konstanz gegründet 1885 3:51.59";
1670;"Ole Vogel +0:11.18";
1671;"Schiedsrichter: KORGITZSCH, Frank-Michael (Bad Dürkheim, GER)";
1672;"Vorlauf 2";
1673;"Rang StNr Boot/Mannschaft Ergebnis";
1674;"1 10 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:46.11";
1675;"Alexander Nagel";
1676;"2 9 Mannheimer Regatta-Verein e.V. (Boot 2) 3:47.37";
1677;"Orlando Reeg +0:01.26";
1678;"3 8 Heidelberger Ruderklub 1872 e.V. (Boot 3) 3:52.45";
1679;"Carlo Johnsson +0:06.33";
1680;"4 6 Wassersportverein Schifferclub Neckarrems e.V. (Boot 2) 3:55.89";
1681;"Jonathan Finnern +0:09.77";
1682;"5 7 Ruderverein Esslingen e.V. (Boot 2) 4:16.46";
1683;"Stefan Büttner +0:30.35";
1684;"Schiedsrichter: FALK, Mary Carol (Ladenburg, GER)";
1685;"Vorlauf 3";
1686;"Rang StNr Boot/Mannschaft Ergebnis";
1687;"1 11 Breisacher Ruderverein e.V. 3:40.00";
1688;"Liam Bois";
1689;"2 14 Ruderverein Friedrichshafen e.V. (Boot 2) 3:44.36";
1690;"Jan Blinka +0:04.35";
1691;"3 12 Heidelberger Ruderklub 1872 e.V. (Boot 1) 3:47.94";
1692;"Tobia Lovera +0:07.93";
1693;"4 13 Wassersportverein Schifferclub Neckarrems e.V. (Boot 1) 4:24.17";
1694;"Paul Grün +0:44.16";
1695;"Schiedsrichter: LANDMANN, Lucas (Breisach, GER)";
1696;"Internet: https://breisacher-ruderverein.de Seite 38/46";
1697;"Breisacher Ruderverein e.V. Report erstellt: SO 27 JUL 2025 / 17:17 Version 7.0";
1698;"Finale";
1699;"Rang StNr Boot/Mannschaft Ergebnis";
1700;"1 11 Breisacher Ruderverein e.V. 3:43.71";
1701;"Liam Bois";
1702;"2 2 Ruderverein Friedrichshafen e.V. (Boot 1) 3:47.35";
1703;"Felix Strauch +0:03.64";
1704;"3 10 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:52.28";
1705;"Alexander Nagel +0:08.57";
1706;"4 5 Ruderverein Esslingen e.V. (Boot 1) 3:54.88";
1707;"Jaron Werner +0:11.16";
1708;"5 14 Ruderverein Friedrichshafen e.V. (Boot 2) 3:57.74";
1709;"Jan Blinka +0:14.02";
1710;"5 9 Mannheimer Regatta-Verein e.V. (Boot 2) 3:57.74";
1711;"Orlando Reeg +0:14.02";
1712;"Schiedsrichter: BRANDT, Joachim (Abstatt, GER)";
1713;"Rennen 266 - JM 4- B, Junioren-Vierer o. St. B";
1714;"Finale";
1715;"Rang StNr Boot/Mannschaft Ergebnis";
1716;"1 2 Stuttgarter Rudergesellschaft von 1899 e.V. 3:18.05";
1717;"Elias Bostanci, Moritz Fuchs, Philipp Axmann, Pascal Bienert";
1718;"2 1 Stuttgart-Cannstatter Ruderclub von 1910 e.V. 3:19.22";
1719;"Philipp Jurkat, Karl Geiß, Denys Bidnyi, Samuel Kilgus +0:01.17";
1720;"3 4 Mannheimer Regatta-Verein e.V. 3:24.75";
1721;"Cornelius Tens, Bjarne Orth, Jan Keller, Jón Mensing +0:06.69";
1722;"4 3 Ruderclub Nürtingen e.V. 3:27.86";
1723;"Ben Werner, Emil Semmig, Moritz Heider, Tim Lischke +0:09.80";
